X,Y,OBJECTID,GMID,ENGLISH_CATEGORY,ENGLISH_NAME,ENGLISH_ADDRESS,中文類別,設施名稱,中文地址,District,地區,Sub_District,分區,Opening_Hours,開放時間,Telephone,聯絡電話,Fax_Number,傳真號碼,Email_Address,電郵地址,Website,網頁,Last_collection_time,最後接收箱時間,Remarks,備註,Latitude,Longitude,Building_CSUID,Northing,Easting,ChineseCategory
114.16954,22.24993,269,b5C0YalDT7,Street Posting Boxes,Street Posting Box No. 216,Wong Chuk Hang Rd / o/s Wong Chuk Hang Recreation Ground,郵筒,編號216郵箱,黃竹坑道/黃竹坑遊樂場外,SOUTHERN,南區,WONG CHUK HANG,黃竹坑,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 11:00a.m.<br>Sat: 11:00a.m.,星期一至五: 上午 11:00<br>星期六: 上午 11:00,N.A.,N.A.,22.24993,114.16954,,812351,835512,
114.17168,22.25098,270,xx6SMO6JbA,Street Posting Boxes,Street Posting Box No. 381,99 Wong Chuk Hang Road,郵筒,編號381郵箱,黃竹坑道99號,SOUTHERN,南區,WONG CHUK HANG,黃竹坑,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri:10:30a.m.<br>Sat:10:30a.m.<br>Sun & Public Holiday: No Collection Service,星期一至五: 上午 10:30<br>星期六: 上午 10:30<br>星期日及公眾假期: 無收信服務,N.A.,N.A.,22.25098,114.17168,,812468,835733,
114.15794,22.24741,271,xaG7o4rqAL,Street Posting Boxes,Street Posting Box No. 374,48-52 Aberdeen Main Rd,郵筒,編號374郵箱,香港仔大道48-52號,SOUTHERN,南區,ABERDEEN,香港仔,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 10:30 a.m.<br>Sat: 10:30 a.m.,星期一至五: 上午 10:30<br>星期六: 上午 10:30,N.A.,N.A.,22.24741,114.15794,,812072,834316,
114.15709,22.25001,272,6DOiIalZuf,Street Posting Boxes,Street Posting Box No. 202,Yue Kwong Road / Yue Fai Court,郵筒,編號202郵箱,漁暉苑/漁光道,SOUTHERN,南區,SHEK PAI WAN,石排灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 10:30 a.m.<br>Sat: 10:30 a.m.,星期一至五: 上午 10:30<br>星期六: 上午 10:30,N.A.,N.A.,22.25001,114.15709,,812360,834229,
114.15776,22.24894,273,8uH1Wavhha,Street Posting Boxes,Street Posting Box No. 23,Shek Pai Wan Estate (opposite Pik Luk House),郵筒,編號23郵箱,石排灣邨碧綠樓對面,SOUTHERN,南區,SHEK PAI WAN,石排灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 10:30 a.m.<br>Sat: 10:30 a.m.,星期一至五: 上午 10:30<br>星期六: 上午 10:30,N.A.,N.A.,22.24894,114.15776,,812242,834298,
114.14979,22.25099,274,nmfeGPES9q,Street Posting Boxes,Street Posting Box No. 339,"Tin Wan Shopping Centre, Tin Wan Street",郵筒,編號339郵箱,田灣街/田灣商場,SOUTHERN,南區,TIN WAN,田灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 10:00 a.m.<br>Sat: 10:00 a.m.,星期一至五: 上午 10:00<br>星期六: 上午 10:00,N.A.,N.A.,22.25099,114.14979,,812469,833476,
114.13737,22.25816,275,ZsywLtKv2s,Street Posting Boxes,Street Posting Box No. 245,Pokfulam Gardens,郵筒,編號245郵箱,薄扶林花園,SOUTHERN,南區,POK FU LAM,薄扶林,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 10:00 a.m.<br>Sat: 10:00 a.m.,星期一至六: 上午 10:00,N.A.,N.A.,22.25816,114.13737,,813263,832196,
114.2019,22.33783,276,E8jy8f722G,Street Posting Boxes,Street Posting Box No. 631,"Rhythm Garden, Choi Hung Road / San Po Kong",郵筒,編號631郵箱,采頣花園彩虹邨\新蒲崗,WONG TAI SIN,黃大仙區,CHOI HUNG,彩虹,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 4:30 p.m.<br>Sat: 1:30 p.m,星期一至五: 下午 4:30<br>星期六: 下午 1:30,N.A.,N.A.,22.33783,114.2019,,822085,838846,
114.19496,22.28969,277,Q6soniUkar,Street Posting Boxes,Street Posting Box No. 389,288 King's Rd,郵筒,編號389郵箱,英皇道288號,EASTERN,東區,NORTH POINT,北角,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:30 p.m.<br>Sat: 3:30 p.m.<br>,星期一至五: 下午 3:30<br>星期六: 下午 3:30<br>,N.A.,N.A.,22.28969,114.19496,,816754,838132,
114.19847,22.29066,278,231p09y88M,Street Posting Boxes,Street Posting Box No. 74,"King's Road / Ming Yuen St, West",郵筒,編號74郵箱,英皇道/明園西街,EASTERN,東區,NORTH POINT,北角,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:30 p.m.<br>Sat: 3:30 p.m.<br>,星期一至五: 下午3:30<br>星期六: 下午 3:30<br>,N.A.,N.A.,22.29066,114.19847,,816862,838493,
114.20097,22.29118,279,pVrmcT4X3f,Street Posting Boxes,Street Posting Box No. 320,470 King's Road,郵筒,編號320郵箱,英皇道470號,EASTERN,東區,NORTH POINT,北角,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:30 p.m.<br>Sat: 3:30 p.m.<br>,星期一至五: 下午3:30<br>星期六: 下午 3:30<br>,N.A.,N.A.,22.29118,114.20097,,816919,838751,
114.204300000000103,22.29187,280,mkyMEJ1KSh,Street Posting Boxes,Street Posting Box No. 154,560 King's Road,郵筒,編號154郵箱,英皇道560號,EASTERN,東區,NORTH POINT,北角,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:30 p.m.<br>Sat: 3:30 p.m.<br>,星期一至五: 下午 3:30<br>星期六: 下午 3:30<br>,N.A.,N.A.,22.29187,114.2043,,816996,839094,
114.20629,22.2919,281,TeS5s1PQi1,Street Posting Boxes,Street Posting Box No. 369,666 King\'sRd,郵筒,編號369郵箱,英皇道 666 號,EASTERN,東區,QUARRY BAY,鰂魚涌,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:30 p.m.<br>Sat: 3:30 p.m.<br>,星期一至五: 下午 3:30<br>星期六: 下午 3:30<br>,N.A.,N.A.,22.2919,114.20629,,816999,839299,
114.20995,22.28782,282,y7msbiYnJB,Street Posting Boxes,Street Posting Box No. 88,Quarry Bay MTR Station outside exit A,郵筒,編號88郵箱,港鐵鰂魚涌站A出口對出,EASTERN,東區,QUARRY BAY,鰂魚涌,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:30 p.m.<br>Sat: 3:30 p.m.<br>,星期一至五: 下午 3:30<br>星期六: 下午 3:30<br>,N.A.,N.A.,22.28782,114.20995,,816547,839677,
114.21117,22.28536,283,FMDCFUTw5K,Street Posting Boxes,Street Posting Box No. 156,994 King's Road,郵筒,編號156郵箱,英皇道 994號,EASTERN,東區,QUARRY BAY,鰂魚涌,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:00 p.m.<br>Sat: 3:00 p.m.<br>,星期一至五: 下午 3:00<br>星期六: 下午 3:00<br>,N.A.,N.A.,22.28536,114.21117,,816275,839802,
114.22155,22.28091,284,7XfqZ6WVzP,Street Posting Boxes,Street Posting Box No. 382,"Tung Yan Court, 68 Yiu Hing Road",郵筒,編號382郵箱,東欣苑耀興道68號,EASTERN,東區,SHAU KEI WAN,筲箕灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:00 p.m.<br>Sat: 3:00 p.m.<br>,星期一至五: 下午 3:00<br>星期六: 下午 3:00<br>,N.A.,N.A.,22.28091,114.22155,,815782,840872,
114.21946,22.28091,285,NpbGim7Da9,Street Posting Boxes,Street Posting Box No. 327,Hing Hong Hse / Hing Tung Estate,郵筒,編號327郵箱,"興東邨, 興康樓",EASTERN,東區,SHAU KEI WAN,筲箕灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:00 p.m.<br>Sat: 3:00 p.m.<br>,星期一至五: 下午 3:00<br>星期六: 下午 3:00<br>,N.A.,N.A.,22.28091,114.21946,,815783,840657,
114.22338,22.27778,286,SrbeH8RHYT,Street Posting Boxes,Street Posting Box No. 304,Yiu Tung Estate PLB Terminus,郵筒,編號304郵箱,耀東邨小巴總站,EASTERN,東區,SHAU KEI WAN,筲箕灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:00 p.m.<br>Sat: 3:00 p.m.<br>,星期一至五: 下午 3:00<br>星期六: 下午 3:00<br>,N.A.,N.A.,22.27778,114.22338,,815436,841061,
114.226720000000114,22.27789,287,7qBKO8anzz,Street Posting Boxes,Street Posting Box No. 180,374-380 Shau Kei Wan Road,郵筒,編號180郵箱,筲箕灣道374-380號,EASTERN,東區,SHAU KEI WAN,筲箕灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:00 p.m.<br>Sat: 3:00 p.m.<br>,星期一至五: 下午 3:00<br>星期六: 下午 3:00<br>,N.A.,N.A.,22.27789,114.22672,,815448,841405,
114.23017,22.27753,288,mtxLOtIdi2,Street Posting Boxes,Street Posting Box No. 16,169 Shau Kei Wan Main Street E.,郵筒,編號16郵箱,筲箕灣東大街169號,EASTERN,東區,SHAU KEI WAN,筲箕灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:00 p.m.<br>Sat: 3:00 p.m.<br>,星期一至五: 下午 3:00<br>星期六: 下午 3:00<br>,N.A.,N.A.,22.27753,114.23017,,815409,841761,
114.224650000000125,22.28051,289,C99SYu1YTU,Street Posting Boxes,Street Posting Box No. 108,Hoi Fu Street / Shau Kei Wan Road,郵筒,編號108郵箱,海富街/筲箕灣道,EASTERN,東區,SHAU KEI WAN,筲箕灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:00 p.m.<br>Sat: 3:00 p.m.<br>,星期一至五: 下午 3:00<br>星期六: 下午 3:00<br>,N.A.,N.A.,22.28051,114.22465,,815738,841192,
114.22218,22.28197,290,0EmDB6ryq6,Street Posting Boxes,Street Posting Box No. 15,Shau Kei Wan Road / Tai On Street,郵筒,編號15郵箱,筲箕灣道/太安街,EASTERN,東區,SHAU KEI WAN,筲箕灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:00 p.m.<br>Sat: 3:00 p.m.,星期一至五: 下午 3:00<br>星期六: 下午 3:00,N.A.,N.A.,22.28197,114.22218,,815900,840937,
114.21736,22.28434,291,VQB7Q2xxbz,Street Posting Boxes,Street Posting Box No. 338,Opposite Block L Kornhill / Hong On Street,郵筒,編號338郵箱,康安街 / 康怡花園L座對面,EASTERN,東區,QUARRY BAY,鰂魚涌,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:00 p.m.<br>Sat: 3:00 p.m.<br>,星期一至五: 下午 3:00<br>星期六: 下午 3:00<br>,N.A.,N.A.,22.28434,114.21736,,816162,840440,
114.21535,22.28046,292,XkoDSksi9b,Street Posting Boxes,Street Posting Box No. 24,"Block D, Kornhill",郵筒,編號24郵箱,康盛街/康怡花園D座,EASTERN,東區,QUARRY BAY,鰂魚涌,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:00 p.m.<br>Sat: 3:00 p.m.<br>,星期一至五: 下午 3:00<br>星期六: 下午 3:00<br>,N.A.,N.A.,22.28046,114.21535,,815733,840233,
114.21351,22.28366,293,yTHqG5OiYO,Street Posting Boxes,Street Posting Box No. 221,Greig Road / Parkvale,郵筒,編號221郵箱,柏蕙苑/基利路,EASTERN,東區,QUARRY BAY,鰂魚涌,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:00 p.m.<br>Sat: 3:00 p.m.<br>,星期一至五: 下午 3:00<br>星期六: 下午 3:00<br>,N.A.,N.A.,22.28366,114.21351,,816087,840043,
114.240010000000112,22.26894,294,2siziJorSu,Street Posting Boxes,Street Posting Box No. 78,Tsui Wan Est./Wing Tai Road,郵筒,編號78郵箱,永泰道翠灣邨,EASTERN,東區,CHAI WAN,柴灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 11:30a.m.<br>Sat: 11:30a.m.<br>,星期一至五: 上午 11:30<br>星期六: 上午 11:30<br>,N.A.,N.A.,22.26894,114.24001,,814458,842775,
114.25075,22.26239,295,p6iTPzf3yB,Street Posting Boxes,Street Posting Box No. 295,Kai Tsui Court / Siu Sai Wan Road,郵筒,編號295郵箱,佳翠苑 /小西灣道,EASTERN,東區,CHAI WAN,柴灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 11:30 a.m.<br>Sat: 11:30 a.m.<br>,星期一至五: 上午 11:30<br>星期六: 上午 11:30<br>,N.A.,N.A.,22.26239,114.25075,,813733,843882,
114.24912,22.26476,296,olsEyAU1h5,Street Posting Boxes,Street Posting Box No. 337,"Harmony Garden, Siu Sai Wan.",郵筒,編號337郵箱,富欣花園 / 富欣道,EASTERN,東區,CHAI WAN,柴灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 11:00 a.m.<br>Sat: 11:00 a.m.,星期一至五: 上午 11:00<br>星期六: 上午 11:00,N.A.,N.A.,22.26476,114.24912,,813995,843714,
114.24669,22.26656,297,NcuYIeRcMQ,Street Posting Boxes,Street Posting Box No. 305,1 On Yip St,郵筒,編號305郵箱,安業街1號,EASTERN,東區,CHAI WAN,柴灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 11:00 a.m.<br>Sat: 11:00a.m.<br>,星期一至五: 上午 11:00<br>星期六: 上午 11:00<br>,N.A.,N.A.,22.26656,114.24669,,814195,843464,
114.24475,22.26592,298,xIxk2zjPcs,Street Posting Boxes,Street Posting Box No. 160,Chai Wan Road/Sheung On Street,郵筒,編號160郵箱,柴灣道 / 常安街,EASTERN,東區,CHAI WAN,柴灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 11:00 a.m.<br>Sat: 11:00 a.m.<br>,星期一至五: 上午 11:00<br>星期六: 上午 11:00<br>,N.A.,N.A.,22.26592,114.24475,,814123,843264,
114.23513,22.26191,299,Hl6M6L1Hcq,Street Posting Boxes,Street Posting Box No. 129,"Wan Tsui Road near Cheuk Wah House,Hing Wah (I) Estate",郵筒,編號129郵箱,環翠道近興華(一)邨卓華樓,EASTERN,東區,CHAI WAN,柴灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 11:00 a.m.<br>Sat: 11:00 a.m.<br>,星期一至五: 上午 11:00<br>星期六: 上午 11:00<br>,N.A.,N.A.,22.26191,114.23513,,813679,842272,
114.233530000000101,22.26293,300,vNSJwOSyWF,Street Posting Boxes,Street Posting Box No. 232,On Hing House / Hing Wah (II) Estate,郵筒,編號232郵箱,興華(二)邨 / 安興樓,EASTERN,東區,CHAI WAN,柴灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 11:00 a.m.<br>Sat: 11:00 a.m.<br>,星期一至五: 上午 11:00<br>星期六: 上午 11:00<br>,N.A.,N.A.,22.26293,114.23353,,813792,842108,
114.231090000000108,22.26031,301,mCWjxICHXg,Street Posting Boxes,Street Posting Box No. 306,"Fung Wah Est., Chai Wan",郵筒,編號306郵箱,"峰華邨,柴灣",EASTERN,東區,CHAI WAN,柴灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 10:30a.m.<br>Sat: 10:30 a.m.<br>,星期一至五: 上午 10:30<br>星期六:上午 10:30<br>,N.A.,N.A.,22.26031,114.23109,,813502,841856,
114.23809,22.26311,302,XLGYZpZq9l,Street Posting Boxes,Street Posting Box No. 248,Wan Tsui Estate Market / Chai Wan Road,郵筒,編號248郵箱,環翠邨街市/柴灣道,EASTERN,東區,CHAI WAN,柴灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 10:30 a.m.<br>Sat: 10:30 a.m.<br>,星期一至五: 上午 10:30<br>星期六: 上午 10:30<br>,N.A.,N.A.,22.26311,114.23809,,813812,842578,
114.23856,22.26414,303,kdPSZV5FIe,Street Posting Boxes,Street Posting Box No. 367,Yee Shing Lane / Yee Tai St,郵筒,編號367郵箱,怡泰街 / 怡盛里,EASTERN,東區,CHAI WAN,柴灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 10:30 a.m.<br>Sat: 10:30 a.m.<br>,星期一至五: 上午 10:30<br>星期六: 上午 10:30<br>,N.A.,N.A.,22.26414,114.23856,,813926,842626,
114.23467,22.26781,304,n841GexJFG,Street Posting Boxes,Street Posting Box No. 226,"Neptune Terrace,Tai Man Street",郵筒,編號226郵箱,泰民街樂翠台,EASTERN,東區,CHAI WAN,柴灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 10:30 a.m.<br>Sat: 10:30a.m.<br>,星期一至五: 上午 10:30<br>星期六: 上午 10:30<br>,N.A.,N.A.,22.26781,114.23467,,814332,842225,
114.236320000000106,22.26918,305,ea5mSeMeMl,Street Posting Boxes,Street Posting Box No. 301,"Eastern Hospital,Chai Wan",郵筒,編號301郵箱,柴灣東區醫院 主座大樓,EASTERN,東區,CHAI WAN,柴灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 10:00 a.m.<br>Sat: 10:00 a.m.<br>,星期一至五: 上午 10:00<br>星期六: 上午 10:00<br>,N.A.,N.A.,22.26918,114.23632,,814484,842395,
114.23213,22.28195,306,8z6BD4f6i0,Street Posting Boxes,Street Posting Box No. 194,6 A Kung Ngam Village Road,郵筒,編號194郵箱,亞公岩村道6號,EASTERN,東區,SHAU KEI WAN,筲箕灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 10:00 a.m.<br>Sat: 10:00 a.m.<br>,星期一至五: 上午 10:00<br>星期六: 上午 10:00<br>,N.A.,N.A.,22.28195,114.23213,,815898,841962,
114.22828,22.28013,307,986A3Kj6Yw,Street Posting Boxes,Street Posting Box No. 366,"Oi Yin Street, Aldrich Bay",郵筒,編號366郵箱,"愛賢街,愛秩序灣",EASTERN,東區,SHAU KEI WAN,筲箕灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 10:00 a.m.<br>Sat: 10:00 a.m.<br>,星期一至五: 上午 10:00<br>星期六: 上午 10:00<br>,N.A.,N.A.,22.28013,114.22828,,815696,841566,
114.22385,22.28527,308,QsvmVd2tBk,Street Posting Boxes,Street Posting Box No. 281,Lei King Wan / Tai Hong Street,郵筒,編號281郵箱,"太康街, 鯉景灣",EASTERN,東區,SHAU KEI WAN,筲箕灣,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 10:00 a.m.<br>Sat: 10:00 a.m.<br>,星期一至五: 上午 10:00<br>星期六: 上午 10:00<br>,N.A.,N.A.,22.28527,114.22385,,816265,841109,
114.22059,22.28478,309,NfrZsoWaqE,Street Posting Boxes,Street Posting Box No. 146,Tai Woo Mansion / Tai Koo Shing Rd,郵筒,編號146郵箱,太古城道(翠湖台)太湖閣,EASTERN,東區,QUARRY BAY,鰂魚涌,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:00 p.m.<br>Sat: 3:00 p.m.<br>,星期一至五: 下午 3:00<br>星期六: 下午 3:00<br>,N.A.,N.A.,22.28478,114.22059,,816211,840773,
114.214970000000108,22.28719,310,BCUQlpp8as,Street Posting Boxes,Street Posting Box No. 250,Tai Yue Ave / Tai Koo Wan Road,郵筒,編號250郵箱,太裕路/太古灣道,EASTERN,東區,QUARRY BAY,鰂魚涌,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:00 p.m.<br>Sat: 3:00 p.m.<br>,星期一至五: 下午 3:00<br>星期六: 下午 3:00<br>,N.A.,N.A.,22.28719,114.21497,,816478,840194,
114.21649,22.28642,311,cuLQLDXu65,Street Posting Boxes,Street Posting Box No. 197,Tai Mou Ave / Tai Koo Shing Road,郵筒,編號197郵箱,太茂路/太古城道,EASTERN,東區,QUARRY BAY,鰂魚涌,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:00 p.m.<br>Sat: 3:00 p.m.<br>,星期一至五: 下午3:00<br>星期六: 下午 3:00<br>,N.A.,N.A.,22.28642,114.21649,,816393,840351,
114.21597,22.28479,312,PdAskrgM1p,Street Posting Boxes,Street Posting Box No. 275,Kornhill Plaza(North),郵筒,編號275郵箱,康怡廣場(北),EASTERN,東區,QUARRY BAY,鰂魚涌,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:00 p.m.<br>Sat: 3:00 p.m.,星期一至五: 下午 3:00<br>星期六: 下午 3:00,N.A.,N.A.,22.28479,114.21597,,816212,840297,
114.210430000000102,22.28725,313,XxJFgkRJkx,Street Posting Boxes,Street Posting Box No. 302,King's Road / Tong Chong Street,郵筒,編號302郵箱,英皇道/糖廠街,EASTERN,東區,QUARRY BAY,鰂魚涌,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:00 p.m.<br>Sat: 3:00 p.m.<br>,星期一至五: 下午 3:00<br>星期六: 下午 3:00<br>,N.A.,N.A.,22.28725,114.21043,,816484,839726,
114.210430000000102,22.28726,314,FvkTz3YQWD,Street Posting Boxes,Street Posting Box No. 14,King's Road / Tong Chong Street,郵筒,編號14郵箱,英皇道 / 糖廠街,EASTERN,東區,QUARRY BAY,鰂魚涌,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 3:00 p.m.<br>Sat: 3:00 p.m.<br>,星期一至五: 下午 3:00<br>星期六: 下午 3:00<br>,N.A.,N.A.,22.28726,114.21043,,816485,839726,
114.19993,22.29245,315,yikiKovmYl,Street Posting Boxes,Street Posting Box No. 145,Shu Kuk Street / Java Road,郵筒,編號145郵箱,渣華道/書局街,EASTERN,東區,NORTH POINT,北角,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 2:45p.m.<br>Sat: 2:45 p.m.<br>,星期一至五: 下午 2:45<br>星期六: 下午 2:45<br>,N.A.,N.A.,22.29245,114.19993,,817060,838644,
114.19643,22.29149,316,1DIMArrhhn,Street Posting Boxes,Street Posting Box No. 169,North Point Road / Java Road,郵筒,編號169郵箱,北角道/渣華道,EASTERN,東區,NORTH POINT,北角,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 2:45 p.m.<br>Sat: 2:45 p.m.,星期一至五: 下午 2:45<br>星期六: 下午 2:45,N.A.,N.A.,22.29149,114.19643,,816953,838283,
114.1938,22.28874,317,T15RLFArRA,Street Posting Boxes,Street Posting Box No. 148,165 - 175 King's Road,郵筒,編號148郵箱,英皇道165-175號,EASTERN,東區,NORTH POINT,北角,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 2:30 p.m.<br>Sat: 2:30 p.m.<br>,星期一至五: 下午 2:30<br>星期六: 下午 2:30<br>,N.A.,N.A.,22.28874,114.1938,,816649,838012,
114.19134,22.28687,318,FUCtzc497c,Street Posting Boxes,Street Posting Box No. 314,Watson Road / Electric Road,郵筒,編號314郵箱,電氣道/屈臣道,EASTERN,東區,NORTH POINT,北角,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 2:30p.m.<br>Sat:2:30p.m.<br>,星期一至五: 下午2:30<br>星期六: 下午 2:30<br>,N.A.,N.A.,22.28687,114.19134,,816442,837759,
114.191330000000107,22.28685,319,BNy3mX4OG3,Street Posting Boxes,Street Posting Box No. 70,Watson Road / Electric Road,郵筒,編號70郵箱,屈臣道 / 電氣道,EASTERN,東區,NORTH POINT,北角,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 2:30 p.m.<br>Sat: 2:30 p.m.<br>,星期一至五: 下午 2:30<br>星期六: 下午 2:30<br>,N.A.,N.A.,22.28685,114.19133,,816440,837758,
114.19282,22.28595,320,J2eNBHbYPd,Street Posting Boxes,Street Posting Box No. 111,King's Road / Mercury Street,郵筒,編號111郵箱,英皇道 / 水星街,EASTERN,東區,NORTH POINT,北角,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 2:30 p.m.<br>Sat: 2:30p.m.<br>,星期一至五: 下午2:30<br>星期六: 下午 2:30<br>,N.A.,N.A.,22.28595,114.19282,,816340,837911,
114.14347,22.28682,321,allBftn2wQ,Street Posting Boxes,Street Posting Box No. 37,230 Queen's Road West,郵筒,編號37郵箱,皇后大道西230號,CENTRAL AND WESTERN,中西區,SAI YING PUN,西營盤,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Mon to Fri: 10:00a.m.<br>Sat: 10:00a.m.<br>,星期一至五: 上午10:00<br>星期六: 上午10:00<br>,N.A.,N.A.,22.28682,114.14347,,816437,832826,
